,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
6866,5300691,74,edison,2020-11-04T07:31:27Z,pennsylvania,6900000,2970733,5742040,6166708,0.556,0.43,0
6867,5308695,74,edison,2020-11-04T07:32:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.556,0.43,0
6868,5310589,74,edison,2020-11-04T07:40:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.557,0.43,0
6869,5312319,74,edison,2020-11-04T07:41:48Z,pennsylvania,6900000,2970733,5742040,6166708,0.557,0.43,0
6870,5321770,74,edison,2020-11-04T08:12:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.557,0.43,0
6871,5323770,74,edison,2020-11-04T08:13:48Z,pennsylvania,6900000,2970733,5742040,6166708,0.557,0.43,0
6872,5327352,75,edison,2020-11-04T10:54:36Z,pennsylvania,6900000,2970733,5742040,6166708,0.557,0.43,0
6873,5392682,75,edison,2020-11-04T10:54:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.551,0.436,0
6874,5397262,75,edison,2020-11-04T14:16:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.55,0.436,0
6875,5436823,76,edison,2020-11-04T14:24:56Z,pennsylvania,6900000,2970733,5742040,6166708,0.548,0.439,0
6876,5436911,76,edison,2020-11-04T14:54:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.548,0.439,0
6877,5441186,76,edison,2020-11-04T15:00:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.547,0.439,0
6878,5485791,77,edison,2020-11-04T15:22:18Z,pennsylvania,6900000,2970733,5742040,6166708,0.543,0.443,0
6879,5568345,78,edison,2020-11-04T15:40:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.542,0.445,0
6880,5571106,78,edison,2020-11-04T15:49:08Z,pennsylvania,6900000,2970733,5742040,6166708,0.542,0.445,0
6881,5575573,78,edison,2020-11-04T16:00:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.542,0.445,0
6882,5576129,78,edison,2020-11-04T16:02:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.542,0.445,0
6883,5591159,78,edison,2020-11-04T16:10:55Z,pennsylvania,6900000,2970733,5742040,6166708,0.541,0.446,0
6884,5625057,79,edison,2020-11-04T16:22:49Z,pennsylvania,6900000,2970733,5742040,6166708,0.539,0.448,0
6885,5631378,79,edison,2020-11-04T16:30:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.539,0.448,0
6886,5651860,79,edison,2020-11-04T16:38:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.538,0.449,0
6887,5665209,79,edison,2020-11-04T16:42:54Z,pennsylvania,6900000,2970733,5742040,6166708,0.537,0.449,0
6888,5665239,79,edison,2020-11-04T16:50:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.537,0.449,0
6889,5675908,79,edison,2020-11-04T16:52:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.537,0.45,0
6890,5678843,79,edison,2020-11-04T16:56:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.537,0.45,0
6891,5680456,79,edison,2020-11-04T17:00:58Z,pennsylvania,6900000,2970733,5742040,6166708,0.537,0.45,0
6892,5695849,80,edison,2020-11-04T17:04:54Z,pennsylvania,6900000,2970733,5742040,6166708,0.536,0.451,0
6893,5701081,80,edison,2020-11-04T17:10:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.536,0.451,0
6894,5716136,80,edison,2020-11-04T17:12:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.535,0.452,0
6895,5716355,80,edison,2020-11-04T17:16:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.535,0.452,0
6896,5716510,80,edison,2020-11-04T17:34:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.535,0.452,0
6897,5727364,80,edison,2020-11-04T17:42:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.534,0.452,0
6898,5732130,80,edison,2020-11-04T17:58:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.534,0.453,0
6899,5732144,80,edison,2020-11-04T17:59:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.534,0.453,0
6900,5736898,80,edison,2020-11-04T18:18:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.534,0.453,0
6901,5738598,80,edison,2020-11-04T18:34:54Z,pennsylvania,6900000,2970733,5742040,6166708,0.534,0.453,0
6902,5739092,80,edison,2020-11-04T18:54:21Z,pennsylvania,6900000,2970733,5742040,6166708,0.534,0.453,0
6903,5739112,80,edison,2020-11-04T18:57:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.534,0.453,0
6904,5743280,80,edison,2020-11-04T18:58:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.534,0.453,0
6905,5743489,80,edison,2020-11-04T19:04:59Z,pennsylvania,6900000,2970733,5742040,6166708,0.534,0.453,0
6906,5754044,80,edison,2020-11-04T19:16:54Z,pennsylvania,6900000,2970733,5742040,6166708,0.533,0.454,0
6907,5754178,80,edison,2020-11-04T19:31:00Z,pennsylvania,6900000,2970733,5742040,6166708,0.533,0.454,0
6908,5759149,81,edison,2020-11-04T19:36:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.533,0.454,0
6909,5768295,81,edison,2020-11-04T19:42:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.533,0.454,0
6910,5774964,81,edison,2020-11-04T19:45:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.532,0.455,0
6911,5775174,81,edison,2020-11-04T19:46:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.532,0.455,0
6912,5781660,81,edison,2020-11-04T19:56:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.532,0.455,0
6913,5798860,81,edison,2020-11-04T19:58:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.531,0.456,0
6914,5799057,81,edison,2020-11-04T20:02:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.531,0.456,0
6915,5810755,81,edison,2020-11-04T20:06:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.531,0.456,0
6916,5827555,82,edison,2020-11-04T20:08:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.53,0.457,0
6917,5851452,82,edison,2020-11-04T20:10:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.528,0.459,0
6918,5859044,82,edison,2020-11-04T20:13:11Z,pennsylvania,6900000,2970733,5742040,6166708,0.528,0.46,0
6919,5875258,82,edison,2020-11-04T20:18:56Z,pennsylvania,6900000,2970733,5742040,6166708,0.527,0.461,0
6920,5890538,82,edison,2020-11-04T20:34:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.526,0.461,0
6921,5890798,82,edison,2020-11-04T20:36:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.526,0.461,0
6922,5915452,83,edison,2020-11-04T20:45:58Z,pennsylvania,6900000,2970733,5742040,6166708,0.524,0.463,0
6923,5920844,83,edison,2020-11-04T20:49:00Z,pennsylvania,6900000,2970733,5742040,6166708,0.523,0.464,0
6924,5920979,83,edison,2020-11-04T20:52:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.523,0.464,0
6925,5929739,83,edison,2020-11-04T20:56:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.523,0.464,0
6926,5942166,83,edison,2020-11-04T21:02:54Z,pennsylvania,6900000,2970733,5742040,6166708,0.522,0.465,0
6927,5944790,83,edison,2020-11-04T21:14:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.522,0.465,0
6928,5965263,83,edison,2020-11-04T21:16:54Z,pennsylvania,6900000,2970733,5742040,6166708,0.522,0.465,0
6929,5965561,83,edison,2020-11-04T21:20:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.522,0.465,0
6930,5989005,84,edison,2020-11-04T21:23:11Z,pennsylvania,6900000,2970733,5742040,6166708,0.52,0.467,0
6931,5993159,84,edison,2020-11-04T21:26:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.52,0.467,0
6932,5994046,84,edison,2020-11-04T21:39:54Z,pennsylvania,6900000,2970733,5742040,6166708,0.52,0.467,0
6933,5997324,84,edison,2020-11-04T21:44:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.52,0.467,0
6934,6007751,84,edison,2020-11-04T22:01:43Z,pennsylvania,6900000,2970733,5742040,6166708,0.52,0.468,0
6935,6016906,84,edison,2020-11-04T22:03:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.519,0.468,0
6936,6019273,84,edison,2020-11-04T22:04:30Z,pennsylvania,6900000,2970733,5742040,6166708,0.519,0.468,0
6937,6020536,84,edison,2020-11-04T22:07:16Z,pennsylvania,6900000,2970733,5742040,6166708,0.519,0.468,0
6938,6021329,84,edison,2020-11-04T22:09:56Z,pennsylvania,6900000,2970733,5742040,6166708,0.519,0.468,0
6939,6021665,84,edison,2020-11-04T22:12:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.519,0.468,0
6940,6028585,84,edison,2020-11-04T22:18:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.519,0.469,0
6941,6030891,84,edison,2020-11-04T22:19:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.519,0.468,0
6942,6041418,84,edison,2020-11-04T22:36:54Z,pennsylvania,6900000,2970733,5742040,6166708,0.518,0.469,0
6943,6044744,85,edison,2020-11-04T22:38:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.518,0.469,0
6944,6055413,85,edison,2020-11-04T22:41:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.518,0.47,0
6945,6057779,85,edison,2020-11-04T22:42:49Z,pennsylvania,6900000,2970733,5742040,6166708,0.518,0.469,0
6946,6059144,85,edison,2020-11-04T22:52:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.518,0.469,0
6947,6068493,85,edison,2020-11-04T22:54:49Z,pennsylvania,6900000,2970733,5742040,6166708,0.517,0.47,0
6948,6086774,85,edison,2020-11-04T22:56:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.516,0.471,0
6949,6094579,85,edison,2020-11-04T23:08:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.516,0.471,0
6950,6104416,85,edison,2020-11-04T23:12:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.516,0.472,0
6951,6108995,85,edison,2020-11-04T23:14:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.515,0.472,0
6952,6111185,85,edison,2020-11-04T23:18:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.515,0.472,0
6953,6114382,86,edison,2020-11-04T23:24:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.515,0.472,0
6954,6117742,86,edison,2020-11-04T23:37:49Z,pennsylvania,6900000,2970733,5742040,6166708,0.515,0.472,0
6955,6118161,86,edison,2020-11-04T23:42:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.515,0.472,0
6956,6138839,86,edison,2020-11-04T23:48:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.514,0.473,0
6957,6156210,86,edison,2020-11-05T00:02:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.514,0.474,0
6958,6158220,86,edison,2020-11-05T00:12:49Z,pennsylvania,6900000,2970733,5742040,6166708,0.514,0.474,0
6959,6158532,86,edison,2020-11-05T00:20:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.514,0.474,0
6960,6192278,87,edison,2020-11-05T00:22:55Z,pennsylvania,6900000,2970733,5742040,6166708,0.513,0.475,0
6961,6192283,87,edison,2020-11-05T00:28:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.513,0.475,0
6962,6202692,87,edison,2020-11-05T00:34:29Z,pennsylvania,6900000,2970733,5742040,6166708,0.512,0.475,0
6963,6203291,87,edison,2020-11-05T00:35:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.512,0.475,0
6964,6214990,87,edison,2020-11-05T00:36:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.512,0.476,0
6965,6235328,87,edison,2020-11-05T00:37:49Z,pennsylvania,6900000,2970733,5742040,6166708,0.511,0.477,0
6966,6236205,87,edison,2020-11-05T00:39:58Z,pennsylvania,6900000,2970733,5742040,6166708,0.511,0.477,0
6967,6244104,87,edison,2020-11-05T00:46:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.51,0.477,0
6968,6260716,88,edison,2020-11-05T00:50:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.51,0.477,0
6969,6260933,88,edison,2020-11-05T01:00:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.51,0.477,0
6970,6266545,88,edison,2020-11-05T01:03:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.51,0.478,0
6971,6277135,88,edison,2020-11-05T01:20:52Z,pennsylvania,6900000,2970733,5742040,6166708,0.509,0.478,0
6972,6286548,88,edison,2020-11-05T02:01:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.509,0.478,0
6973,6286988,88,edison,2020-11-05T02:06:44Z,pennsylvania,6900000,2970733,5742040,6166708,0.509,0.478,0
6974,6288273,88,edison,2020-11-05T02:18:57Z,pennsylvania,6900000,2970733,5742040,6166708,0.509,0.478,0
6975,6298446,88,edison,2020-11-05T02:44:56Z,pennsylvania,6900000,2970733,5742040,6166708,0.508,0.479,0
6976,6302995,88,edison,2020-11-05T03:15:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.508,0.479,0
6977,6308738,88,edison,2020-11-05T03:50:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.508,0.479,0
6978,6310056,88,edison,2020-11-05T03:53:43Z,pennsylvania,6900000,2970733,5742040,6166708,0.508,0.479,0
6979,6310521,88,edison,2020-11-05T03:57:43Z,pennsylvania,6900000,2970733,5742040,6166708,0.508,0.479,0
6980,6339381,89,edison,2020-11-05T04:04:21Z,pennsylvania,6900000,2970733,5742040,6166708,0.507,0.48,0
6981,6348708,89,edison,2020-11-05T04:09:54Z,pennsylvania,6900000,2970733,5742040,6166708,0.507,0.481,0
6982,6350453,89,edison,2020-11-05T13:54:50Z,pennsylvania,6900000,2970733,5742040,6166708,0.507,0.481,0
6983,6351124,89,edison,2020-11-05T13:58:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.507,0.481,0
6984,6371807,89,edison,2020-11-05T14:04:26Z,pennsylvania,6900000,2970733,5742040,6166708,0.505,0.482,0
6985,6381341,89,edison,2020-11-05T14:08:57Z,pennsylvania,6900000,2970733,5742040,6166708,0.505,0.482,0
6986,6395065,89,edison,2020-11-05T14:34:58Z,pennsylvania,6900000,2970733,5742040,6166708,0.504,0.483,0
6987,6395065,91,edison,2020-11-05T15:10:56Z,pennsylvania,6900000,2970733,5742040,6166708,0.504,0.483,0
6988,6395168,91,edison,2020-11-05T15:11:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.504,0.483,0
6989,6395722,91,edison,2020-11-05T15:22:47Z,pennsylvania,6900000,2970733,5742040,6166708,0.504,0.483,0
6990,6395795,91,edison,2020-11-05T15:59:43Z,pennsylvania,6900000,2970733,5742040,6166708,0.504,0.483,0
6991,6400302,91,edison,2020-11-05T16:42:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.504,0.483,0
6992,6413416,92,edison,2020-11-05T16:48:32Z,pennsylvania,6900000,2970733,5742040,6166708,0.503,0.484,0
6993,6413483,92,edison,2020-11-05T16:56:47Z,pennsylvania,6900000,2970733,5742040,6166708,0.503,0.484,0
6994,6421676,92,edison,2020-11-05T16:58:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.503,0.485,0
6995,6424399,92,edison,2020-11-05T17:16:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.503,0.485,0
6996,6424679,92,edison,2020-11-05T17:18:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.503,0.485,0
6997,6427755,92,edison,2020-11-05T18:12:45Z,pennsylvania,6900000,2970733,5742040,6166708,0.503,0.485,0
6998,6430206,92,edison,2020-11-05T18:18:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
6999,6434721,92,edison,2020-11-05T19:08:56Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7000,6438947,92,edison,2020-11-05T19:30:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7001,6441717,92,edison,2020-11-05T19:32:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7002,6442296,92,edison,2020-11-05T19:36:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7003,6443127,92,edison,2020-11-05T19:55:33Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7004,6443732,92,edison,2020-11-05T19:56:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7005,6446158,92,edison,2020-11-05T19:58:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7006,6446192,92,edison,2020-11-05T20:14:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7007,6447134,92,edison,2020-11-05T20:32:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7008,6449426,92,edison,2020-11-05T20:40:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7009,6451620,92,edison,2020-11-05T20:44:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.502,0.485,0
7010,6458803,92,edison,2020-11-05T21:03:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.486,0
7011,6465366,92,edison,2020-11-05T21:04:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.486,0
7012,6465452,92,edison,2020-11-05T21:20:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.486,0
7013,6467282,92,edison,2020-11-05T21:22:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.486,0
7014,6467526,92,edison,2020-11-05T21:38:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.486,0
7015,6473853,92,edison,2020-11-05T21:40:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.486,0
7016,6473918,92,edison,2020-11-05T21:44:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.486,0
7017,6478349,93,edison,2020-11-05T21:48:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.486,0
7018,6487875,93,edison,2020-11-05T21:52:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.487,0
7019,6487887,93,edison,2020-11-05T22:06:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.487,0
7020,6489220,93,edison,2020-11-05T22:44:44Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.487,0
7021,6494639,93,edison,2020-11-05T22:46:56Z,pennsylvania,6900000,2970733,5742040,6166708,0.501,0.487,0
7022,6525078,93,edison,2020-11-05T22:52:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.5,0.488,0
7023,6525483,93,edison,2020-11-05T23:14:13Z,pennsylvania,6900000,2970733,5742040,6166708,0.5,0.488,0
7024,6529899,93,edison,2020-11-05T23:26:53Z,pennsylvania,6900000,2970733,5742040,6166708,0.499,0.488,0
7025,6534533,93,edison,2020-11-05T23:46:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.499,0.488,0
7026,6534738,93,edison,2020-11-05T23:52:44Z,pennsylvania,6900000,2970733,5742040,6166708,0.499,0.488,0
7027,6547218,94,edison,2020-11-06T00:08:34Z,pennsylvania,6900000,2970733,5742040,6166708,0.499,0.489,0
7028,6547337,94,edison,2020-11-06T00:12:10Z,pennsylvania,6900000,2970733,5742040,6166708,0.499,0.489,0
7029,6547763,94,edison,2020-11-06T00:20:12Z,pennsylvania,6900000,2970733,5742040,6166708,0.498,0.489,0
7030,6548699,94,edison,2020-11-06T00:52:34Z,pennsylvania,6900000,2970733,5742040,6166708,0.498,0.489,0
7031,6557566,94,edison,2020-11-06T01:20:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.498,0.489,0
7032,6561696,94,edison,2020-11-06T01:24:38Z,pennsylvania,6900000,2970733,5742040,6166708,0.498,0.489,0
7033,6571671,94,edison,2020-11-06T01:32:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.498,0.49,0
7034,6579145,94,edison,2020-11-06T01:50:36Z,pennsylvania,6900000,2970733,5742040,6166708,0.497,0.49,0
7035,6580387,94,edison,2020-11-06T02:04:35Z,pennsylvania,6900000,2970733,5742040,6166708,0.497,0.49,0
7036,6583180,94,edison,2020-11-06T02:06:34Z,pennsylvania,6900000,2970733,5742040,6166708,0.497,0.49,0
7037,6598330,94,edison,2020-11-06T02:34:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.497,0.49,0
7038,6600761,94,edison,2020-11-06T03:12:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.497,0.49,0
7039,6608807,94,edison,2020-11-06T03:32:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.496,0.491,0
7040,6622716,95,edison,2020-11-06T03:42:34Z,pennsylvania,6900000,2970733,5742040,6166708,0.496,0.492,0
7041,6626581,95,edison,2020-11-06T04:28:44Z,pennsylvania,6900000,2970733,5742040,6166708,0.495,0.492,0
7042,6627835,95,edison,2020-11-06T04:50:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.495,0.492,0
7043,6633384,95,edison,2020-11-06T04:58:43Z,pennsylvania,6900000,2970733,5742040,6166708,0.495,0.492,0
7044,6639262,95,edison,2020-11-06T06:30:10Z,pennsylvania,6900000,2970733,5742040,6166708,0.495,0.492,0
7045,6638982,95,edison,2020-11-06T12:22:44Z,pennsylvania,6900000,2970733,5742040,6166708,0.495,0.492,0
7046,6638983,95,edison,2020-11-06T12:40:29Z,pennsylvania,6900000,2970733,5742040,6166708,0.495,0.492,0
7047,6639009,95,edison,2020-11-06T12:42:12Z,pennsylvania,6900000,2970733,5742040,6166708,0.495,0.492,0
7048,6670421,95,edison,2020-11-06T13:49:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7049,6670727,95,edison,2020-11-06T14:52:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7050,6673676,95,edison,2020-11-06T14:56:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7051,6673812,95,edison,2020-11-06T15:05:37Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7052,6673827,95,edison,2020-11-06T15:22:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7053,6673851,95,edison,2020-11-06T15:25:21Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7054,6673915,95,edison,2020-11-06T16:02:45Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7055,6678806,95,edison,2020-11-06T16:14:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7056,6679106,95,edison,2020-11-06T16:38:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7057,6681723,95,edison,2020-11-06T17:02:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.494,0
7058,6688707,96,edison,2020-11-06T17:52:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7059,6692850,96,edison,2020-11-06T18:22:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7060,6692868,96,edison,2020-11-06T18:38:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7061,6693045,96,edison,2020-11-06T18:52:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7062,6693437,96,edison,2020-11-06T19:00:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7063,6694914,96,edison,2020-11-06T19:08:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7064,6694944,96,edison,2020-11-06T19:13:03Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7065,6695327,96,edison,2020-11-06T19:16:22Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7066,6695582,96,edison,2020-11-06T20:14:41Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7067,6695586,96,edison,2020-11-06T20:26:42Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7068,6695772,96,edison,2020-11-06T20:45:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7069,6696065,96,edison,2020-11-06T20:50:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7070,6696367,96,edison,2020-11-06T20:56:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7071,6699030,96,edison,2020-11-06T20:57:38Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7072,6701100,96,edison,2020-11-06T21:05:09Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7073,6701213,96,edison,2020-11-06T21:10:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7074,6701224,96,edison,2020-11-06T21:16:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7075,6701431,96,edison,2020-11-06T21:21:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7076,6701439,96,edison,2020-11-06T21:24:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7077,6701438,96,edison,2020-11-06T21:25:07Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7078,6701440,96,edison,2020-11-06T21:32:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7079,6701967,96,edison,2020-11-06T21:36:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7080,6702052,96,edison,2020-11-06T22:00:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7081,6702091,96,edison,2020-11-06T22:10:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7082,6702454,96,edison,2020-11-06T22:22:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7083,6702516,96,edison,2020-11-06T22:34:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7084,6704217,96,edison,2020-11-06T23:24:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.493,0.495,0
7085,6704760,96,edison,2020-11-06T23:38:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7086,6707052,96,edison,2020-11-06T23:39:22Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7087,6708095,96,edison,2020-11-06T23:40:51Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7088,6708532,96,edison,2020-11-06T23:48:40Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7089,6711274,96,edison,2020-11-07T00:09:47Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7090,6714029,96,edison,2020-11-07T00:10:39Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7091,6714234,96,edison,2020-11-07T00:59:09Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7092,6716992,96,edison,2020-11-07T01:40:46Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7093,6719069,96,edison,2020-11-07T01:42:20Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7094,6719418,96,edison,2020-11-07T01:46:12Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.495,0
7095,6728674,96,edison,2020-11-07T02:40:18Z,pennsylvania,6900000,2970733,5742040,6166708,0.492,0.496,0
7096,6731875,96,edison,2020-11-07T03:40:45Z,pennsylvania,6900000,2970733,5742040,6166708,0.491,0.496,0
7097,6734725,96,edison,2020-11-07T16:21:38Z,pennsylvania,6900000,2970733,5742040,6166708,0.491,0.496,0
